taxa,accession,country,year,te
AfricaAGOERR976456T119700101,ERR976456,angola,1970,T1
AfricaAGOERR976457T119700101,ERR976457,angola,1970,T1
AfricaAGOERR1880793T119720101,ERR1880793,angola,1972,T1
AfricaAGOERR976498T119880101,ERR976498,angola,1988,T1
AfricaAGOERR976499T119880101,ERR976499,angola,1988,T1
AfricaAGOERR976500T119880101,ERR976500,angola,1988,T1
AfricaAGOERR976501T119880101,ERR976501,angola,1988,T1
AfricaAGOERR976502T119880101,ERR976502,angola,1988,T1
AfricaAGOERR976503T119880101,ERR976503,angola,1988,T1
AfricaAGOERR025381T119890101,ERR025381,angola,1989,T1
AfricaAGOERR976391T119900101,ERR976391,angola,1990,T1
AfricaAGOERR976396T119900101,ERR976396,angola,1990,T1
AfricaAGOERR976522T119920101,ERR976522,angola,1992,T1
AfricaAGOERR976532T119940101,ERR976532,angola,1994,T1
AfricaAGOERR976533T119940101,ERR976533,angola,1994,T1
AfricaAGOERR998664T119950101,ERR998664,angola,1995,T1
AfricaAGOERR998665T119950101,ERR998665,angola,1995,T1
AfricaAGOERS4937852T1020180101,ERS4937852,angola,2018,T10
AfricaBENERR976459T119700101,ERR976459,benin,1970,T1
AfricaBENERR976460T119700101,ERR976460,benin,1970,T1
AfricaBENERR976483T119850101,ERR976483,benin,1985,T1
AfricaBENERR976513T719910101,ERR976513,benin,1991,T7
AfricaBENERR976514T719910101,ERR976514,benin,1991,T7
AfricaBENERR976515T719910101,ERR976515,benin,1991,T7
AfricaBENERR998749T919970101,ERR998749,benin,1997,T9
AfricaBENERR998750T919970101,ERR998750,benin,1997,T9
AfricaBENERR1877956T920020101,ERR1877956,benin,2002,T9
AfricaBENERR1877957T920020101,ERR1877957,benin,2002,T9
AfricaBENERR1878091T920030101,ERR1878091,benin,2003,T9
AfricaBENERR1878092T920030101,ERR1878092,benin,2003,T9
AfricaBENERR1878109T920040101,ERR1878109,benin,2004,T9
AfricaBENERR1878110T920040101,ERR1878110,benin,2004,T9
AfricaBENERR1878133T920050101,ERR1878133,benin,2005,T9
AfricaBENERR1878134T920050101,ERR1878134,benin,2005,T9
AfricaBENERR1878561T920070101,ERR1878561,benin,2007,T9
AfricaBENERR1878586T920100101,ERR1878586,benin,2010,T9
AfricaBENERR1878587T920100101,ERR1878587,benin,2010,T9
AfricaBFAERR976418T119740101,ERR976418,burkina faso,1974,T1
AfricaBFAERR976419T119740101,ERR976419,burkina faso,1974,T1
AfricaBFAERR976442T119740101,ERR976442,burkina faso,1974,T1
AfricaBFAERR976443T119740101,ERR976443,burkina faso,1974,T1
AfricaBFAERR976479T119840101,ERR976479,burkina faso,1984,T1
AfricaBFAERR976485T119840101,ERR976485,burkina faso,1984,T1
AfricaBFAERR976486T119840101,ERR976486,burkina faso,1984,T1
AfricaBFAERR998671T719950101,ERR998671,burkina faso,1995,T7
AfricaBFAERR998672T719950101,ERR998672,burkina faso,1995,T7
AfricaBFAERR998687T919950101,ERR998687,burkina faso,1995,T9
AfricaBFAERR998688T919950101,ERR998688,burkina faso,1995,T9
AfricaBFAERR976572T919980101,ERR976572,burkina faso,1998,T9
AfricaBFAERR976573T919980101,ERR976573,burkina faso,1998,T9
AfricaBFAERR1879646T919990101,ERR1879646,burkina faso,1999,T9
AfricaBFAERR1877948T920010101,ERR1877948,burkina faso,2001,T9
AfricaBFAERR1877949T920010101,ERR1877949,burkina faso,2001,T9
AfricaBFAERR1878562T920050101,ERR1878562,burkina faso,2005,T9
AfricaBFAERR1878563T920050101,ERR1878563,burkina faso,2005,T9
AfricaBDIERR1877617T519920101,ERR1877617,burundi,1992,T5
AfricaBDIERR1877618T519920101,ERR1877618,burundi,1992,T5
AfricaBDIERR976529T519930101,ERR976529,burundi,1993,T5
AfricaBDIERR976530T519930101,ERR976530,burundi,1993,T5
AfricaBDIERR1879636T519970101,ERR1879636,burundi,1997,T5
AfricaBDIERR1877941T1020010101,ERR1877941,burundi,2001,T10
AfricaBDIERR1877942T1020010101,ERR1877942,burundi,2001,T10
AfricaCMRERR976400T119700101,ERR976400,cameroon,1970,T1
AfricaCMRERR976420T119700101,ERR976420,cameroon,1970,T1
AfricaCMRERR976421T119700101,ERR976421,cameroon,1970,T1
AfricaCMRERR976422T119700101,ERR976422,cameroon,1970,T1
AfricaCMRERR976423T119700101,ERR976423,cameroon,1970,T1
AfricaCMRERR976424T119700101,ERR976424,cameroon,1970,T1
AfricaCMRERR1879651T119930101,ERR1879651,cameroon,1993,T1
AfricaCMRERR998666T719950101,ERR998666,cameroon,1995,T7
AfricaCMRERR998703T919960101,ERR998703,cameroon,1996,T9
AfricaCMRERR998712T919960101,ERR998712,cameroon,1996,T9
AfricaCMRERR998727T719970101,ERR998727,cameroon,1997,T7
AfricaCMRERR998728T719970101,ERR998728,cameroon,1997,T7
AfricaCMRERR998731T719970101,ERR998731,cameroon,1997,T7
AfricaCMRERR976554T919970101,ERR976554,cameroon,1997,T9
AfricaCMRERR976555T919970101,ERR976555,cameroon,1997,T9
AfricaCMRERR998725T919970101,ERR998725,cameroon,1997,T9
AfricaCMRERR998726T919970101,ERR998726,cameroon,1997,T9
AfricaCMRERR976561T719980101,ERR976561,cameroon,1998,T7
AfricaCMRERR976562T719980101,ERR976562,cameroon,1998,T7
AfricaCMRERR976568T719980101,ERR976568,cameroon,1998,T7
AfricaCMRERR976570T719980101,ERR976570,cameroon,1998,T7
AfricaCMRERR976576T919980101,ERR976576,cameroon,1998,T9
AfricaCMRERR976577T919980101,ERR976577,cameroon,1998,T9
AfricaCMRERR976578T919980101,ERR976578,cameroon,1998,T9
AfricaCMRERR976579T919980101,ERR976579,cameroon,1998,T9
AfricaCMRERR1879650T719990101,ERR1879650,cameroon,1999,T7
AfricaCMRERR1877643T920000101,ERR1877643,cameroon,2000,T9
AfricaCMRERR1877645T920000101,ERR1877645,cameroon,2000,T9
AfricaCMRERR1877950T920010101,ERR1877950,cameroon,2001,T9
AfricaCMRERR1878106T920010101,ERR1878106,cameroon,2001,T9
AfricaCMRERR1878107T920020101,ERR1878107,cameroon,2002,T9
AfricaCMRERR1878105T920040101,ERR1878105,cameroon,2004,T9
AfricaCMRERR1878108T920040101,ERR1878108,cameroon,2004,T9
AfricaCMRERR1878128T920050101,ERR1878128,cameroon,2005,T9
AfricaCMRERR1878129T920050101,ERR1878129,cameroon,2005,T9
AfricaCMRERR1878152T920060101,ERR1878152,cameroon,2006,T9
AfricaCMRERR1878573T920080101,ERR1878573,cameroon,2008,T9
AfricaCMRERR1878574T920080101,ERR1878574,cameroon,2008,T9
AfricaCMRERR1878580T1220090101,ERR1878580,cameroon,2009,T12
AfricaCMRERR1878588T1220100101,ERR1878588,cameroon,2010,T12
AfricaCMRERR1878595T1220100101,ERR1878595,cameroon,2010,T12
AfricaCMRERR1878598T1220100101,ERR1878598,cameroon,2010,T12
AfricaCMRSAMN05354843T1220101127,SAMN05354843,cameroon,2010,T12
AfricaCMRSAMN05417940T1220101125,SAMN05417940,cameroon,2010,T12
AfricaCMRSAMN05417943T1220101222,SAMN05417943,cameroon,2010,T12
AfricaCMRSAMN05425594T1220101231,SAMN05425594,cameroon,2010,T12
AfricaCMRSAMN05425605T1220101230,SAMN05425605,cameroon,2010,T12
AfricaCMRSAMN05425712T1220101230,SAMN05425712,cameroon,2010,T12
AfricaCMRSRR773655T1220100101,SRR773655,cameroon,2010,T12
AfricaCMRERR1878596T1220110101,ERR1878596,cameroon,2011,T12
AfricaCMRERR1878597T1220110101,ERR1878597,cameroon,2011,T12
AfricaCMRSAMN05425716T1220110115,SAMN05425716,cameroon,2011,T12
AfricaCMRSAMN05425724T1220110205,SAMN05425724,cameroon,2011,T12
AfricaCMRSAMN05426682T1220110223,SAMN05426682,cameroon,2011,T12
AfricaCMRSAMN05426768T1220110314,SAMN05426768,cameroon,2011,T12
AfricaCMRSAMN05426804T1220110316,SAMN05426804,cameroon,2011,T12
AfricaCMRSAMN05426806T1220110217,SAMN05426806,cameroon,2011,T12
AfricaCMRSAMN05427118T1220110321,SAMN05427118,cameroon,2011,T12
AfricaCMRSAMN05427412T1220110627,SAMN05427412,cameroon,2011,T12
AfricaCMRSAMN05427413T1220110629,SAMN05427413,cameroon,2011,T12
AfricaCMRSRS7416455T1220180101,SRS7416455,cameroon,2018,T12
AfricaCMRSRS7416456T1220180101,SRS7416456,cameroon,2018,T12
AfricaCMRSRS7416457T1220180101,SRS7416457,cameroon,2018,T12
AfricaCMRSRS7416459T1220180101,SRS7416459,cameroon,2018,T12
AfricaCMRSRS7416467T1220180101,SRS7416467,cameroon,2018,T12
AfricaCMRSRS7416478T1220180101,SRS7416478,cameroon,2018,T12
AfricaCMRSRS7416489T1220180101,SRS7416489,cameroon,2018,T12
AfricaCMRSRS7416496T1220180101,SRS7416496,cameroon,2018,T12
AfricaCMRSRS7416497T1220180101,SRS7416497,cameroon,2018,T12
AfricaCMRSRS7416498T1220180101,SRS7416498,cameroon,2018,T12
AfricaCMRSRS7416499T1220180101,SRS7416499,cameroon,2018,T12
AfricaCMRSRS7416500T1220180101,SRS7416500,cameroon,2018,T12
AfricaCMRSRS7416458T1220190101,SRS7416458,cameroon,2019,T12
AfricaCMRSRS7416460T1220190101,SRS7416460,cameroon,2019,T12
AfricaCMRSRS7416461T1220190101,SRS7416461,cameroon,2019,T12
AfricaCMRSRS7416462T1220190101,SRS7416462,cameroon,2019,T12
AfricaCAFERR998735T719970101,ERR998735,central african rep.,1997,T7
AfricaCAFERR998736T719970101,ERR998736,central african rep.,1997,T7
AfricaCAFERR998737T719970101,ERR998737,central african rep.,1997,T7
AfricaCAFERR998738T719970101,ERR998738,central african rep.,1997,T7
AfricaCAFERR998744T719970101,ERR998744,central african rep.,1997,T7
AfricaCAFERR998745T719970101,ERR998745,central african rep.,1997,T7
AfricaCAFERR998747T719970101,ERR998747,central african rep.,1997,T7
AfricaCAFERR998748T719970101,ERR998748,central african rep.,1997,T7
AfricaCAFERR998739T919970101,ERR998739,central african rep.,1997,T9
AfricaCAFERR998740T919970101,ERR998740,central african rep.,1997,T9
AfricaCAFERR998742T919970101,ERR998742,central african rep.,1997,T9
AfricaCAFERR998743T919970101,ERR998743,central african rep.,1997,T9
AfricaCAFERR1878602T1020110101,ERR1878602,central african rep.,2011,T10
AfricaCAFERR1878603T1020110101,ERR1878603,central african rep.,2011,T10
AfricaTCDERR976401T119710101,ERR976401,chad,1971,T1
AfricaTCDERR976415T119720101,ERR976415,chad,1972,T1
AfricaTCDERR976416T119720101,ERR976416,chad,1972,T1
AfricaTCDERR976439T119720101,ERR976439,chad,1972,T1
AfricaTCDERR976437T119740101,ERR976437,chad,1974,T1
AfricaTCDERR976438T119740101,ERR976438,chad,1974,T1
AfricaTCDERR976440T119740101,ERR976440,chad,1974,T1
AfricaTCDERR998656T719940101,ERR998656,chad,1994,T7
AfricaTCDERR998662T719940101,ERR998662,chad,1994,T7
AfricaTCDERR998700T919960101,ERR998700,chad,1996,T9
AfricaTCDERR998701T919960101,ERR998701,chad,1996,T9
AfricaTCDERR998702T919960101,ERR998702,chad,1996,T9
AfricaTCDERR998708T919960101,ERR998708,chad,1996,T9
AfricaTCDERR998711T919960101,ERR998711,chad,1996,T9
AfricaTCDERR1879638T919980101,ERR1879638,chad,1998,T9
AfricaTCDERR1877945T920010101,ERR1877945,chad,2001,T9
AfricaTCDERR1877946T920010101,ERR1877946,chad,2001,T9
AfricaTCDERR1877947T920010101,ERR1877947,chad,2001,T9
AfricaTCDERR1878590T1220100101,ERR1878590,chad,2010,T12
AfricaTCDERR1878591T1220100101,ERR1878591,chad,2010,T12
AfricaTCDERR1878599T1220110101,ERR1878599,chad,2011,T12
AfricaTCDERR1878600T1220110101,ERR1878600,chad,2011,T12
AfricaCOMERR976451T119750101,ERR976451,comoros,1975,T1
AfricaCOMERR976452T119750101,ERR976452,comoros,1975,T1
AfricaCOMERR976453T119750101,ERR976453,comoros,1975,T1
AfricaCOMERR976556T1019980101,ERR976556,comoros,1998,T10
AfricaCOMERR976557T1019980101,ERR976557,comoros,1998,T10
AfricaCOMERR976558T1019980101,ERR976558,comoros,1998,T10
AfricaCOMERR1877640T1020000101,ERR1877640,comoros,2000,T10
AfricaCOMERR1877644T1020010101,ERR1877644,comoros,2001,T10
AfricaCOMERR1877648T1020010101,ERR1877648,comoros,2001,T10
AfricaCOMERR1877953T1020020101,ERR1877953,comoros,2002,T10
AfricaCOMERR1878103T1020030101,ERR1878103,comoros,2003,T10
AfricaCOMERR1878104T1020030101,ERR1878104,comoros,2003,T10
AfricaCIVERR976428T119700101,ERR976428,cote d'ivoire,1970,T1
AfricaCIVERR976458T119700101,ERR976458,cote d'ivoire,1970,T1
AfricaCIVERR976425T119730101,ERR976425,cote d'ivoire,1973,T1
AfricaCIVERR976426T119730101,ERR976426,cote d'ivoire,1973,T1
AfricaCIVERR976427T119730101,ERR976427,cote d'ivoire,1973,T1
AfricaCIVERR976411T119840101,ERR976411,cote d'ivoire,1984,T1
AfricaCIVERR1879384T119880101,ERR1879384,cote d'ivoire,1988,T1
AfricaCIVERR1879435T119880101,ERR1879435,cote d'ivoire,1988,T1
AfricaCIVERR1879535T119880101,ERR1879535,cote d'ivoire,1988,T1
AfricaCIVERR1879542T119880101,ERR1879542,cote d'ivoire,1988,T1
AfricaCIVERR976511T119880101,ERR976511,cote d'ivoire,1988,T1
AfricaCIVERR976512T119880101,ERR976512,cote d'ivoire,1988,T1
AfricaCIVERR976519T719910101,ERR976519,cote d'ivoire,1991,T7
AfricaCIVERR976534T719930101,ERR976534,cote d'ivoire,1993,T7
AfricaCIVERR976536T719930101,ERR976536,cote d'ivoire,1993,T7
AfricaCIVERR976535T719940101,ERR976535,cote d'ivoire,1994,T7
AfricaCIVERR998682T919950101,ERR998682,cote d'ivoire,1995,T9
AfricaCIVERR998683T919950101,ERR998683,cote d'ivoire,1995,T9
AfricaCIVERR998684T919950101,ERR998684,cote d'ivoire,1995,T9
AfricaCIVERR998685T919950101,ERR998685,cote d'ivoire,1995,T9
AfricaCIVERR976581T719980101,ERR976581,cote d'ivoire,1998,T7
AfricaCIVERR976582T719980101,ERR976582,cote d'ivoire,1998,T7
AfricaCIVERR1877646T920010101,ERR1877646,cote d'ivoire,2001,T9
AfricaCIVERR1877647T920010101,ERR1877647,cote d'ivoire,2001,T9
AfricaCIVERR1878089T920020101,ERR1878089,cote d'ivoire,2002,T9
AfricaCIVERR1878100T920030101,ERR1878100,cote d'ivoire,2003,T9
AfricaCIVERR1878102T920030101,ERR1878102,cote d'ivoire,2003,T9
AfricaCIVERR1878571T920060101,ERR1878571,cote d'ivoire,2006,T9
AfricaCIVERR1878572T920060101,ERR1878572,cote d'ivoire,2006,T9
AfricaDJIERR976478T419850101,ERR976478,djibouti,1985,T4
AfricaDJIERR976482T419850101,ERR976482,djibouti,1985,T4
AfricaDJIERR1879572T619930101,ERR1879572,djibouti,1993,T6
AfricaDJIERR1879652T619930101,ERR1879652,djibouti,1993,T6
AfricaDJIERR976597T619940101,ERR976597,djibouti,1994,T6
AfricaDJIERR976598T619940101,ERR976598,djibouti,1994,T6
AfricaDJIERR976599T619940101,ERR976599,djibouti,1994,T6
AfricaDJIERR976549T619970101,ERR976549,djibouti,1997,T6
AfricaDJIERR976551T619970101,ERR976551,djibouti,1997,T6
AfricaDJIERR976565T619970101,ERR976565,djibouti,1997,T6
AfricaDJIERR1877649T620000101,ERR1877649,djibouti,2000,T6
AfricaDJIERR1877938T620000101,ERR1877938,djibouti,2000,T6
AfricaDJIERR018172T1020070101,ERR018172,djibouti,2007,T10
AfricaDJIERR018174T1020070101,ERR018174,djibouti,2007,T10
AfricaDJIERR018175T1020070101,ERR018175,djibouti,2007,T10
AfricaDJIERR1878551T1020070101,ERR1878551,djibouti,2007,T10
AfricaCODERR976410T519840101,ERR976410,drc,1984,T5
AfricaCODERR976487T519850101,ERR976487,drc,1985,T5
AfricaCODERR976404T519880101,ERR976404,drc,1988,T5
AfricaCODERR976484T519880101,ERR976484,drc,1988,T5
AfricaCODERR976521T519910101,ERR976521,drc,1991,T5
AfricaCODERR976524T519920101,ERR976524,drc,1992,T5
AfricaCODERR976525T519930101,ERR976525,drc,1993,T5
AfricaCODERR976526T519930101,ERR976526,drc,1993,T5
AfricaCODERR976540T519940101,ERR976540,drc,1994,T5
AfricaCODERR976544T519940101,ERR976544,drc,1994,T5
AfricaCODERR998659T519940101,ERR998659,drc,1994,T5
AfricaCODERR998667T519950101,ERR998667,drc,1995,T5
AfricaCODERR998668T519950101,ERR998668,drc,1995,T5
AfricaCODERR998669T519950101,ERR998669,drc,1995,T5
AfricaCODERR998681T519950101,ERR998681,drc,1995,T5
AfricaCODERR998714T519960101,ERR998714,drc,1996,T5
AfricaCODERR998694T719960101,ERR998694,drc,1996,T7
AfricaCODERR998696T719960101,ERR998696,drc,1996,T7
AfricaCODERR998697T719960101,ERR998697,drc,1996,T7
AfricaCODERR998698T719960101,ERR998698,drc,1996,T7
AfricaCODERR976548T519970101,ERR976548,drc,1997,T5
AfricaCODERR976550T519970101,ERR976550,drc,1997,T5
AfricaCODERR998723T519970101,ERR998723,drc,1997,T5
AfricaCODERR998724T519970101,ERR998724,drc,1997,T5
AfricaCODERR998733T519970101,ERR998733,drc,1997,T5
AfricaCODERR998734T519970101,ERR998734,drc,1997,T5
AfricaCODERR998729T719970101,ERR998729,drc,1997,T7
AfricaCODERR998730T719970101,ERR998730,drc,1997,T7
AfricaCODERR998741T719970101,ERR998741,drc,1997,T7
AfricaCODERR998746T719970101,ERR998746,drc,1997,T7
AfricaCODERR1877951T1020010101,ERR1877951,drc,2001,T10
AfricaCODERR1877952T1020010101,ERR1877952,drc,2001,T10
AfricaCODERR572810T1020010101,ERR572810,drc,2001,T10
AfricaCODERR1877955T1020020101,ERR1877955,drc,2002,T10
AfricaCODERR1878101T1020020101,ERR1878101,drc,2002,T10
AfricaCODERR1878090T1020030101,ERR1878090,drc,2003,T10
AfricaCODERR1878093T1020030101,ERR1878093,drc,2003,T10
AfricaCODERR1878097T1020030101,ERR1878097,drc,2003,T10
AfricaCODERR1878116T1020040101,ERR1878116,drc,2004,T10
AfricaCODERR1878132T1020050101,ERR1878132,drc,2005,T10
AfricaCODERR1878136T1020050101,ERR1878136,drc,2005,T10
AfricaCODERR1878148T1020060101,ERR1878148,drc,2006,T10
AfricaCODERR1878155T1020060101,ERR1878155,drc,2006,T10
AfricaCODERR1878552T1020070101,ERR1878552,drc,2007,T10
AfricaCODERR1878564T1020070101,ERR1878564,drc,2007,T10
AfricaCODERR1878567T1020080101,ERR1878567,drc,2008,T10
AfricaCODERR1878568T1020080101,ERR1878568,drc,2008,T10
AfricaCODERR572756T1020080101,ERR572756,drc,2008,T10
AfricaCODERR572757T1020080101,ERR572757,drc,2008,T10
AfricaCODERR386629T1020090101,ERR386629,drc,2009,T10
AfricaCODERR386672T1020090101,ERR386672,drc,2009,T10
AfricaCODERR386683T1020090101,ERR386683,drc,2009,T10
AfricaCODERR386690T1020090101,ERR386690,drc,2009,T10
AfricaCODERR386698T1020090101,ERR386698,drc,2009,T10
AfricaCODERR572514T1020090101,ERR572514,drc,2009,T10
AfricaCODERR572538T1020090101,ERR572538,drc,2009,T10
AfricaCODERR572772T1020110101,ERR572772,drc,2011,T10
AfricaCODERR572781T1020110101,ERR572781,drc,2011,T10
AfricaCODERR572821T1020110101,ERR572821,drc,2011,T10
AfricaCODERR386647T1020120101,ERR386647,drc,2012,T10
AfricaCODERR386688T1020120101,ERR386688,drc,2012,T10
AfricaCODERR386695T1020120101,ERR386695,drc,2012,T10
AfricaCODERR386711T1020120101,ERR386711,drc,2012,T10
AfricaCODERR386712T1020120101,ERR386712,drc,2012,T10
AfricaCODERR572548T1020120101,ERR572548,drc,2012,T10
AfricaCODERR572807T1020120101,ERR572807,drc,2012,T10
AfricaCODERR572559T1020130101,ERR572559,drc,2013,T10
AfricaCODERR572563T1020130101,ERR572563,drc,2013,T10
AfricaCODERR572836T1020130101,ERR572836,drc,2013,T10
AfricaCODERR572837T1020130101,ERR572837,drc,2013,T10
AfricaCODERR1878607T1020140101,ERR1878607,drc,2014,T10
AfricaCODERR1878608T1020140101,ERR1878608,drc,2014,T10
AfricaCODERR3269039T1020140101,ERR3269039,drc,2014,T10
AfricaCODERR3269040T1020140101,ERR3269040,drc,2014,T10
AfricaCODERR3269041T1020140101,ERR3269041,drc,2014,T10
AfricaCODERR3269042T1020140101,ERR3269042,drc,2014,T10
AfricaCODERR3269044T1020140101,ERR3269044,drc,2014,T10
AfricaCODERR3269045T1020140101,ERR3269045,drc,2014,T10
AfricaCODERR3269049T1020140101,ERR3269049,drc,2014,T10
AfricaCODERR3269050T1020140101,ERR3269050,drc,2014,T10
AfricaCODERR3269051T1020140101,ERR3269051,drc,2014,T10
AfricaCODERR3269052T1020140101,ERR3269052,drc,2014,T10
AfricaCODERR3269053T1020140101,ERR3269053,drc,2014,T10
AfricaCODERR3269054T1020140101,ERR3269054,drc,2014,T10
AfricaCODERR3269055T1020140101,ERR3269055,drc,2014,T10
AfricaCODERR3269056T1020140101,ERR3269056,drc,2014,T10
AfricaCODERR3269057T1020140101,ERR3269057,drc,2014,T10
AfricaCODERR3269058T1020140101,ERR3269058,drc,2014,T10
AfricaCODERR3269059T1020140101,ERR3269059,drc,2014,T10
AfricaCODERR3269060T1020140101,ERR3269060,drc,2014,T10
AfricaCODERR3269061T1020140101,ERR3269061,drc,2014,T10
AfricaCODERR3269062T1020140101,ERR3269062,drc,2014,T10
AfricaCODERR10146577T1020150101,ERR10146577,drc,2015,T10
AfricaCODERR2265650T1020150101,ERR2265650,drc,2015,T10
AfricaCODERR2265651T1020150101,ERR2265651,drc,2015,T10
AfricaCODERR2265661T1020150101,ERR2265661,drc,2015,T10
AfricaCODERR3268993T1020150101,ERR3268993,drc,2015,T10
AfricaCODERR3268994T1020150101,ERR3268994,drc,2015,T10
AfricaCODERR3268995T1020150101,ERR3268995,drc,2015,T10
AfricaCODERR3268996T1020150101,ERR3268996,drc,2015,T10
AfricaCODERR3268997T1020150101,ERR3268997,drc,2015,T10
AfricaCODERR3268998T1020150101,ERR3268998,drc,2015,T10
AfricaCODERR3268999T1020150101,ERR3268999,drc,2015,T10
AfricaCODERR3269000T1020150101,ERR3269000,drc,2015,T10
AfricaCODERR3269001T1020150101,ERR3269001,drc,2015,T10
AfricaCODERR3269002T1020150101,ERR3269002,drc,2015,T10
AfricaCODERR3269003T1020150101,ERR3269003,drc,2015,T10
AfricaCODERR3269004T1020150101,ERR3269004,drc,2015,T10
AfricaCODERR3269005T1020150101,ERR3269005,drc,2015,T10
AfricaCODERR3269006T1020150101,ERR3269006,drc,2015,T10
AfricaCODERR3269007T1020150101,ERR3269007,drc,2015,T10
AfricaCODERR3269008T1020150101,ERR3269008,drc,2015,T10
AfricaCODERR3269009T1020150101,ERR3269009,drc,2015,T10
AfricaCODERR3269010T1020150101,ERR3269010,drc,2015,T10
AfricaCODERR3269011T1020150101,ERR3269011,drc,2015,T10
AfricaCODERR3269012T1020150101,ERR3269012,drc,2015,T10
AfricaCODERR3269013T1020150101,ERR3269013,drc,2015,T10
AfricaCODERR3269028T1020150101,ERR3269028,drc,2015,T10
AfricaCODERR3269029T1020150101,ERR3269029,drc,2015,T10
AfricaCODERR3269043T1020150101,ERR3269043,drc,2015,T10
AfricaCODERR3269047T1020150101,ERR3269047,drc,2015,T10
AfricaCODERR3269048T1020150101,ERR3269048,drc,2015,T10
AfricaCODERR3269063T1020150101,ERR3269063,drc,2015,T10
AfricaCODERR3269065T1020150101,ERR3269065,drc,2015,T10
AfricaCODERR3269066T1020150101,ERR3269066,drc,2015,T10
AfricaCODERR3269014T1020160101,ERR3269014,drc,2016,T10
AfricaCODERR3269015T1020160101,ERR3269015,drc,2016,T10
AfricaCODERR3269016T1020160101,ERR3269016,drc,2016,T10
AfricaCODERR3269017T1020160101,ERR3269017,drc,2016,T10
AfricaCODERR3269018T1020160101,ERR3269018,drc,2016,T10
AfricaCODERR3269019T1020160101,ERR3269019,drc,2016,T10
AfricaCODERR3269020T1020160101,ERR3269020,drc,2016,T10
AfricaCODERR3269021T1020160101,ERR3269021,drc,2016,T10
AfricaCODERR3269022T1020160101,ERR3269022,drc,2016,T10
AfricaCODERR3269023T1020160101,ERR3269023,drc,2016,T10
AfricaCODERR3269024T1020160101,ERR3269024,drc,2016,T10
AfricaCODERR3269025T1020160101,ERR3269025,drc,2016,T10
AfricaCODERR3269026T1020160101,ERR3269026,drc,2016,T10
AfricaCODERR3269027T1020160101,ERR3269027,drc,2016,T10
AfricaCODERR3269031T1020160101,ERR3269031,drc,2016,T10
AfricaCODERR3269032T1020160101,ERR3269032,drc,2016,T10
AfricaCODERR3269033T1020160101,ERR3269033,drc,2016,T10
AfricaCODERR3269034T1020160101,ERR3269034,drc,2016,T10
AfricaCODERR3269035T1020160101,ERR3269035,drc,2016,T10
AfricaCODERR3269036T1020160101,ERR3269036,drc,2016,T10
AfricaCODERR3269037T1020160101,ERR3269037,drc,2016,T10
AfricaCODERR3269038T1020160101,ERR3269038,drc,2016,T10
AfricaCODERR3268992T1020170101,ERR3268992,drc,2017,T10
AfricaCODERR3269064T1020170101,ERR3269064,drc,2017,T10
AfricaGNQERR1878130T920050101,ERR1878130,equatorial guinea,2005,T9
AfricaGNQERR1878131T920050101,ERR1878131,equatorial guinea,2005,T9
AfricaETHERR976399T319700101,ERR976399,ethiopia,1970,T3
AfricaETHERR976463T319700101,ERR976463,ethiopia,1970,T3
AfricaETHERR1879392T419850101,ERR1879392,ethiopia,1985,T4
AfricaETHERR1879387T619980101,ERR1879387,ethiopia,1998,T6
AfricaETHERR1879545T619980101,ERR1879545,ethiopia,1998,T6
AfricaGABERR976547T719970101,ERR976547,gabon,1997,T7
AfricaGHAERR976464T119700101,ERR976464,ghana,1970,T1
AfricaGHAERR976465T119700101,ERR976465,ghana,1970,T1
AfricaGHAERR976429T119710101,ERR976429,ghana,1971,T1
AfricaGHAERR976430T119710101,ERR976430,ghana,1971,T1
AfricaGHA637b8a3aca7802194366715bT1220100101,637b8a3aca7802194366715b,ghana,2010,T12
AfricaGHA637b8a3aca78023719667163T1220100101,637b8a3aca78023719667163,ghana,2010,T12
AfricaGHA637b8a3aca7802d26366715eT1220100101,637b8a3aca7802d26366715e,ghana,2010,T12
AfricaGHA637b8a3aca780201cd66714eT920100101,637b8a3aca780201cd66714e,ghana,2010,T9
AfricaGHA637b8a3aca78022b19667155T920100101,637b8a3aca78022b19667155,ghana,2010,T9
AfricaGHA637b8a3aca78023f81667150T920100101,637b8a3aca78023f81667150,ghana,2010,T9
AfricaGHA637b8a3aca78024bbb66714cT920100101,637b8a3aca78024bbb66714c,ghana,2010,T9
AfricaGHA637b8a3aca7802503e667153T920100101,637b8a3aca7802503e667153,ghana,2010,T9
AfricaGHA637b8a3aca78025e4466714aT920100101,637b8a3aca78025e4466714a,ghana,2010,T9
AfricaGHA637b8a3aca7802617e66715aT920100101,637b8a3aca7802617e66715a,ghana,2010,T9
AfricaGHAGCF_0255050951T920100101,GCF_0255050951,ghana,2010,T9
AfricaGHA637b8a3aca780223e1667177T1220110101,637b8a3aca780223e1667177,ghana,2011,T12
AfricaGHA637b8a3aca780214f466714bT920110101,637b8a3aca780214f466714b,ghana,2011,T9
AfricaGHA637b8a3aca78021b58667143T920110101,637b8a3aca78021b58667143,ghana,2011,T9
AfricaGHA637b8a3aca78021d9e667158T920110101,637b8a3aca78021d9e667158,ghana,2011,T9
AfricaGHA637b8a3aca78022be26671afT920110101,637b8a3aca78022be26671af,ghana,2011,T9
AfricaGHA637b8a3aca78023fd6667144T920110101,637b8a3aca78023fd6667144,ghana,2011,T9
